split;reason;text;value
541670;Time;;Kl. 20:01
541704;title_name;":
Den næste i spørgerækken er hr. Jesper Petersen, SF. Værsgo.";Karen J. Klint
541776;Time;;Kl. 20:02
541798;name_party;":
Jeg synes simpelt hen, at det her begynder at blive pinligt. Det sejler
simpelt hen for Venstre. Der er ingen sammenhæng overhovedet i de
ting, der kommer. Hver gang, man prøver på at gå det bare en smule
på klingen med hensyn til, hvordan et eller andet servietregnestykke
eller 2 minutter på YouTube hænger sammen, så siger de, at det er
sådan en teknikdiskussion. Hvorfor forfladiger man den politiske
diskussion til noget, der har med teknik at gøre? Når man kommer
og siger, at man vil give skattelettelser for 13 mia. kr., så må man da
forvente, at man bliver holdt op på, at det passer. Og det gør det ikke. Man kan ikke bruge de 5 milliarder, for så har man skrottet sin
egen målsætning om udviklingen i det offentlige forbrug. Der er 2
mere, man ikke kan bruge, for så løber man fra målsætningen om at
få uddannet vores unge, som vi ellers havde en idé om at Venstre
stadig væk stod vagt om.
Det sejler fuldstændig. Jeg synes, det er pinligt. Men det er jo det,
der sker, når man i 8 måneder gemmer sig, lægger sig i hængekøjen,
fører Tea Party-politik. Så kommer man jo i problemer på et tidspunkt. Kan vi få at vide nu, om det her betyder, at Venstre ikke vil
være med til at forhandle skattereform, hvis ikke trepartsaftale, hvis
ikke integrationsreform, hvis ikke førtidspensionsreform ender med
at føre til skattelettelser? Er det det, der ligger på bordet nu?";Jesper Petersen
543184;Time;"83

ke gjorde debatten til en diskussion om en teknik, som jo ikke er relevant for det, der jo egentlig er det politiske spørgsmål: Vil eller vil
regeringen ikke være med til at kigge på reformmilliarderne som en
del af en perspektivrig skattereform?";Kl. 20:03
543446;Time;;Kl. 20:04
543480;title_name;":
Hr. Jesper Petersen for anden korte bemærkning.";Karen J. Klint
543539;Time;;Kl. 20:04
543561;name_party;":
Jamen jeg synes, det sejler, og når det gør det, vender man tilbage til
den samme rille i pladen, hvor hvert eneste svar ender med, at man
siger, at vi ikke skal gøre det her til en teknikdiskussion, og man
spørger, hvad perspektiverne så er. Det kan jeg da godt fortælle: Vi
har lagt en meget ambitiøs skattereform frem, som skaber flere job,
tusindvis af job, giver lettelser til lav- og mellemindkomstgrupperne
og løfter de fattigste pensionister – en meget ambitiøs skattereform.
Og så har vi lavet en 2020-plan, og de penge, der kommer ud af de
reformer, vi gennemfører, skal ikke bruges til nye skattelettelser.
Man har sikkert alle mulige ideer, som f.eks. hr. Peter Christensens,
der blev omtalt før, om, at topskatten skal lempes, og alt muligt, som
den gamle regering selv foreslog i sin tid. Det er måske de forslag,
der kommer igen. Vi får se, men vi ved det ikke, for Venstre lægger
jo ikke noget frem.
Men vores perspektiv er, at de penge, vi kan skaffe – når vi er
færdige med at lukke det hul, Venstre efterlod – vil vi bruge på uddannelse, på efteruddannelse, på at sørge for, at de ufaglærte, der ellers bliver tilovers om 10 år, faktisk har mulighed for igen at komme
ind på arbejdsmarkedet, på at skabe nye job, på at investere i infrastruktur, i forskning, alt det, der bringer vores samfund fremad. Venstre er optaget af at bruge de penge, som lønmodtagerne vil lægge i
form af mere arbejdstid, på skattelettelser til de rigeste. Det er perspektivet. Og lad nu være med at lade pladen gå i hak en gang til,
men læg noget frem, som vi kan forholde os til.";Jesper Petersen
545149;Time;;Kl. 20:06
545183;title_name;":
Værsgo til ordføreren.";Karen J. Klint
545217;Time;;Kl. 20:06
545251;title_name;":
Værsgo til ordføreren.";Karen J. Klint
545285;Time;;Kl. 20:03
545308;name_party;":
Man kan i hvert fald høre, at i de mange år, hvor SF lå i hængekøjen
og ikke ville tage ansvar for noget som helst, har man så øvet sig på
at lave retoriske begreber og sætte labels på alle mulige andre partier.
Vi beskæftiger os sådan set med seriøs politik og er bekymrede
for danskernes hverdag. Den hverdag, de møder derude, er, at regeringen har afskaffet skattestoppet, det er, at regeringen har sat skatter
og afgifter op med 6 mia. kr., at der er skubbet 4.500 mennesker ud
af beskæftigelse. Det bekymrer os. Det bekymrer os, at konkurrenceevnen er presset, at grænsehandelen vokser. Det er derfor, vi siger, at
når regeringen nu har sagt, at den er en mindretalsregering, og at den
gerne vil forhandle om en skattereform, så siger vi: Lad os lave en
ambitiøs og perspektivrig skattereform, som virkelig gør noget godt
for væksten i Danmark. Hvad bliver vi mødt med? Sure miner og
den ene beskyldning efter den anden om, at det sejler derudad. Er det
den måde, vi skal samarbejde på? Er det indbegrebet af det nye samarbejdende folkestyre? Så tror jeg nok, at jeg havde nogle andre forventninger, dengang jeg hørte de flotte højstemte taler før valget.
Jeg synes ærlig talt, at det ville være konstruktivt for den her debat, hvis man prøvede at forholde sig til den politiske substans og ik-";Ellen Trane Nørby
546632;name_party;":
Jeg kunne i hvert fald høre, at hr. Jesper Petersen spillede den samme plade en gang til. Men det, vi er optaget af, er at skabe arbejdspladser, at sørge for, at der er nogle rammevilkår, som gør, at danske
virksomheder kan skabe flere arbejdspladser i Danmark. Vi er faktisk bekymrede for konkurrenceevnen, hvad enten det gælder de
skatte- og afgiftsstigninger, som regeringen har lavet i forhold til
NOx, en femdobling, eller sukkerafgifterne, afgifter på sodavand,
konsumis, øl, en lang række produkter. Det betyder, at grænsehandelen er steget, og så betyder det, at det koster arbejdspladser herhjemme.
Da jeg gik herned til debatten i dag, vidste jeg, at regeringen havde lagt et skatteudspil frem og havde lagt op til, at nu skulle der være
helt nye tider i dansk politik, vi skulle tale sammen, og der skulle
være en god tone, og så havde jeg egentlig regnet med, at SF's og S'
ordførere ville bruge deres tid i dag på at tale sig ind på oppositionen
og prøve at kigge på, hvor mulighederne er. Men i stedet for har vi
jo oplevet, at den ene ordfører efter den anden har gjort alt, hvad de
kunne, for at sikre, at der ikke var noget grundlag for, at man overhovedet kunne nå sammen. For alt det, vi er enige om, f.eks. 0,8-procents-målsætningen, forskningsmålsætningen, målsætningen om, at
flere skal i uddannelse, både de unge, som vi gerne vil have tager en
uddannelse, og dem, som har behov for efteruddannelse, forsøger
man at tale fra hinanden og gøre til sådan nogle stereotype tegnese-

84

Onsdag den 30. maj 2012 (F 41)

riebilleder i stedet for at erkende, at der er vi enige. Men der er en
politisk uenighed om, hvad der skal ske med skattereformen. Skal
den være perspektivrig, eller skal det bare være en omlægning?";Ellen Trane Nørby
548381;Time;;Kl. 20:07
548415;title_name;":
Den næste for en kort bemærkning er hr. Thomas Jensen, Socialdemokraterne. Værsgo.";Karen J. Klint
548509;Time;;Kl. 20:07
548528;name_party;":
Jeg kan fuldstændig tilslutte mig hr. Jesper Petersens konstatering af,
at det sejler hos Venstre. Det er jo sådan, at vi i dag har hørt, at De
Konservative vil gå til Europa-Kommissionen med det her med, at vi
har en topskattegrænse, som vi ikke flytter for pensionister, og vi har
hørt hr. Lars Løkke Rasmussen gå ganske hårdt til os her i salen i
dag. Men det er jo sådan, at det ikke er nyt, at man går ind og lægger
sådan nogle grænser i skattelovgivningen i forhold til alder. Og lige
nu behandler vi faktisk et forslag i Skatteudvalget og også her i Folketingssalen, der hedder L 170, hvor man går ind og giver en skattelettelse til pensionister, som godt vil give en hånd med i private
hjem. Man giver faktisk en skattelettelse på 10.000 kr. Siden det er
blevet fremsat, er der så nogle borgerlige politikere, som har ønsket
at få det opdelt, sådan at man kunne stemme for den her skattelettelse til pensionister. Der er i øvrigt også en skattelettelse til 16-18-årige. Der er mit korte spørgsmål til fru Ellen Trane Nørby: Vil Venstre
stemme for den her skattelettelse til de pensionister og de 16-18-årige?";Thomas Jensen
549656;Time;;Kl. 20:08
549690;title_name;":
Værsgo til ordføreren.";Karen J. Klint
549724;Time;;Kl. 20:08
549747;name_party;":
Sådan som jeg husker det, er det en bagatelgrænse, i forhold til hvornår man skal beskattes af arbejde. Det er bl.a. også noget af det, der
ligger i L 170, som var en del af den tidligere regerings oplæg, og
som jo nu er blevet opdelt, fordi den nuværende regering har krydret
det med en lang række andre forslag. Så hvis hr. Thomas Jensen sigter på, om det kan legitimere, at regeringen nu har lavet et forslag i
sit skatteudspil, der er aldersdiskriminerende, vil jeg sige, at jeg ikke
synes, at tingene kan sammenlignes.";Ellen Trane Nørby
550282;Time;;Kl. 20:09
550316;title_name;":
Hr. Thomas Jensen for anden korte bemærkning.";Karen J. Klint
550373;Time;;Kl. 20:09
550392;name_party;":
Jeg vil bare fastslå, at det, der ligger i regeringens udspil til en skattereform, ikke på nogen måde er aldersdiskriminerende; det følger
fuldstændig en tradition i dansk skattelovgivning, hvor man godt kan
gå ind og lægge aldersgrænser. Og jeg synes også, det er at tale med
to tunger, at fru Ellen Trane Nørby kan stå her i dag og sige, at man
godt kan give skattelettelser til folkepensionister ud fra L 170, men
at hun så vil bruge så kras en retorik, at hun kalder det andet for aldersdiskrimination. Og Konservative er gået så langt som til at kalde
det aldersracisme.
Jeg synes, at det, der står tilbage i forbindelse med Venstres youtubeskatteudspil, er, at vi simpelt hen ikke ved, hvor vi har Venstre.
Borgerne uden for de her vinduer, uden for Christiansborg, ved ikke,
hvor Venstre er i skattepolitikken. Man søger efter nogle symbolske
hår i suppen, sådan at man kan stå og kritisere regeringen. Jeg synes,
det ville klæde det store oppositionsparti at komme ind til bordet og

se på, at f.eks. det her omkring topskattegrænsen for folkepensionister ligger fuldstændig i tråd med en tradition i dansk skattepolitik.
Og jeg synes, det vil være rigtig, rigtig spændende at se, hvad Venstre så stemmer, når vi får det i Folketingssalen snart.
Vi kunne ikke få noget klart svar fra fru Ellen Trane Nørby i dag,
men det må vi så vente på, til vi behandler L 170 senere i samlingen.";Thomas Jensen
551794;Time;;Kl. 20:10
551828;title_name;":
Værsgo til ordføreren.";Karen J. Klint
551862;Time;;Kl. 20:10
551885;name_party;":
Det var mange ord til at konkludere noget, som bestemt ikke var det,
jeg sagde. Men det er jo meget tydeligt, at Socialdemokraterne sådan
tager ting ud af forskellige sammenhænge. Men nok om det.
Det, jeg synes står tilbage efter i dag, er jo netop, at vi har en regering, som man ikke kan stole på. Jeg læste heroppe nogle af de citater, der var fra både statsministeren og skatteministeren efter valget
– altså ikke noget af løftebrudsdiskussionen om, hvad man sagde før
valget, men citater af, hvad man har sagt efter valget, og som man
siden er løbet fra. I Venstre er vi meget klare i mælet: Vi har grundlæggende den samme politik som den, vi gik til valg på, og som vi
præsenterede ærligt for danskerne. Jeg ved godt, at det forekommer
meget gammeldags for SF og S, at man faktisk kan stå ved sin politik, men det er vi nogle der gør.
Vi har en regering, der har hævet skatter og afgifter for 6 mia.
kr., som har afskaffet skattestoppet, og som har gjort det dyrere for
danske virksomheder og dyrere for danske familier at få hverdagen
til at hænge sammen, og det er i lyset af det, at vi siger, at skal vi gå
ind i en skattereform, skal det være en perspektivrig og ambitiøs
skattereform, for den er nødt til at lappe på de problemer og ulyksaligheder, som regeringen har skabt de første 8 måneder af dens regeringstid.";Ellen Trane Nørby
553223;Time;;Kl. 20:11
553257;title_name;":
Den næste i talerrækken er hr. Andreas Steenberg, Radikale Venstre.";Karen J. Klint
553336;Time;;Kl. 20:12
553360;name_party;":
Vi fik jo faktisk en nyhed her efter mange timers debat, og det er
Venstres helt nye forslag om en ny globaliseringsfond, som fru Ellen
Trane Nørby præsenterede for et par minutter siden. Hvor mange
penge har Venstre tænkt sig at putte i den her fond, og hvor skal de
penge komme fra? De kan jo så ikke komme fra reformmilliarderne,
for de skal jo bruges på skattelettelser. Så hvordan hænger det sammen? Penge kan jo kun bruges en gang.";Andreas Steenberg
553809;Time;;Kl. 20:12
553843;title_name;":
Værsgo til ordføreren.";Karen J. Klint
553877;Time;;Kl. 20:12
553900;name_party;":
Nu var det ikke nogen nyhed, så hvis der var nogle, der skulle have
skrevet det ned som store overskrifter til forsiden, kan jeg sige, at vi
jo også har diskuteret det i Berlingske for et par måneder siden, og
det var noget, som jeg også nævnte i min første tale i den første runde. Det er sådan set en opfølgning på den globaliseringspulje, som vi
skabte i 2006, hvor vi sørgede for, at vi i fællesskab kunne investere
massivt i uddannelse og forskning. Den aftale udløber her i 2012, og
så har vi foreslået, at man fornyer den pulje, bl.a. for nogle af de
penge, som vi i fællesskab finder gennem reformer.

Onsdag den 30. maj 2012 (F 41)

Det er jo sådan, at man kan sige, at ambitionerne sætter grænsen
for, hvor mange ressourcer der kan blive til rådighed både til nye investeringer i uddannelse og forskning og til andre områder.";Ellen Trane Nørby
554748;Time;;Kl. 20:13
554782;title_name;":
Andreas Steenberg for anden korte bemærkning.";Karen J. Klint
554839;Time;;Kl. 20:13
554863;name_party;":
Men det hænger jo overhovedet ikke sammen. De milliarder, vi får
ud af reformerne, har man jo sagt man vil bruge på skattelettelser. Så
kan de jo ikke samtidig bruges på en globaliseringsfond. Det koster
2 mia. kr. at få uddannet flere, og hvis man så samtidig vil sikre mere forskning og mere brug af teknologi i undervisningen osv. osv.,
skal der endnu flere penge til. Og man kan jo ikke bruge dem flere
gange. De her 13 mia. kr., man snakker om, kan jo ikke både bruges
til skattelettelser og på en globaliseringsfond. Hvad vil ordførerens
parti bruge de reformmilliarder til: skattelettelser eller uddannelse?";Andreas Steenberg
555489;Time;;Kl. 20:13
555523;title_name;":
Værsgo til ordføreren.";Karen J. Klint
555557;Time;;Kl. 20:13
555580;name_party;":
Jamen det lyder jo næsten ligesom SF og S, som før valget turnerede
rundt med sådan et slogan: »Skattelettelser eller velfærd!« Nu kan vi
så forstå, hvis vi skal bruge den radikale ordførers logik, at hvor de
går ind for skattelettelser, må de åbenbart ikke gå ind for velfærd.
Det er jo ikke sådan, tingene hænger sammen. Der er heldigvis mulighed for, at vi gennem reformer kan sikre et provenu, så vi kan forlænge en globaliseringspulje eller skabe en ny globaliseringspulje,
hvor vi i fællesskab investerer målrettet.
Vi har forpligtet os på, at vi skal nå op på en 0,8-procents-målsætning. Det kræver, at vi i fællesskab finder 9 milliarder eller 8 milliarder med det nye udspil, der er kommet fra Finansministeriet i
dag, og det er der jo sådan set ikke noget nyt i. Vi er sådan set fra
Venstres side meget interesserede i, at vi i fællesskab finder de penge, vi kan investere i forskning og uddannelse, for så kan vi nemlig
fortsætte den strategiske satsning på uddannelse og forskning, som
vi lavede fra 2001 og frem til 2011, hvor vi brugte mere end 18 mia.
kr. mere på uddannelse og forskning, end man gjorde før 2001.";Ellen Trane Nørby
556720;Time;;Kl. 20:14
556754;title_name;":
Tak til ordføreren. Den næste i ordførerrækken er hr. Magnus Heunicke, Socialdemokraterne. Værsgo.";Karen J. Klint
556864;Time;(Ordfører);Kl. 20:15
556896;name_party;":
Jeg er glad for den her afslutningsdebat i Folketingssalen, for jeg var
lidt skeptisk, da jeg fandt ud af, at vi skulle have to runder. Jeg tænkte, om nogen partier virkelig vil gå ind og skifte politik, komme med
nye meldinger, vil nogen skifte holdning mellem de to runder. Der
må jeg sige at min skepsis er blevet gjort til skamme. Der er jo kommet nye meldinger. Der er jo et tal, der er forsvundet fra debatten.
Tallet 13 mia. er jo næsten blevet helt slettet af partiet Venstre. Der
er jo sket det, at Venstre er i gang med at skifte strategi og politik.
I går lød det ultimative krav fra Venstres formand, hr. Lars Løkke Rasmussen, at man kun vil møde op til forhandlinger, hvis man
får lov til at bruge 13 mia. kr. på ekstra skattelettelser. De 13 mia. kr.
blev gentaget i morges af Venstres ordfører, mens landets økonomer
undrede sig, mens Folketingets partier undrede sig. For vi har jo fået

85

dokumenteret nu, at der er et hul i Venstres plan på 5 mia. kr. Faktisk er hullet større, kan vi høre nu efter sidste runde, for løftet til uddannelserne på 2 mia. kr. mener Venstre også man skal finansiere,
og så er hullet oppe på 7 mia. kr. Nu hørte vi så også, at der skal
laves en ny globaliseringspulje med de penge, vi får fra reformer, og
så bliver hullet jo endnu større.
Man skal ikke kun tage mine ord for det. I eftermiddags kom der
to telegrammer. Det ene var fra Ritzau, og jeg citerer overskriften:
»Økonomer tvivler på Løkkes regnestykke.« Og programmet Detektor, som lever af at faktatjekke politikere, skrev, at Venstre mangler
5 mia. kr. Det er nok derfor, vi har set Venstre her til eftermiddag og
i aften være i færd med en manøvre, der lige så stille skal føre til, at
det ultimative krav bliver pakket sammen igen. Det er næsten, som
om man håber, at ingen rigtig har hørt det. Det synes jeg kun er fint,
det er godt, det fortjener ros.
Venstres ultimative krav om skattelettelser på 13 mia. kr. blev
opfundet på en Lars Løkke-video på internettet før weekenden. Jeg
tror, det hedder live on tape, når man bare trykker optag og finder på
undervejs. Sådan må det næsten have været, for der var jo ingen regnestykker bagved. I dag står det afpillet tilbage. End ikke Venstre
selv vil nævne de 13 mia. kr. mere.
Der er også sket noget andet i dag. Et for et har partierne meldt
sig ind i forhandlingerne om skattereformen. Et for et har de erklæret, at de er klar til forhandlinger. Det gælder naturligvis Enhedslisten. Det gælder også til højre i Folketingssalen. Jeg tror, at det er
det, man kalder borgerlige stemmer, der arbejder. Det er fint. Men vi
har jo også nogle borgerlige stemmer, der strejker. Vi kan jo endnu
ikke få at vide her til aften, om Venstre overhovedet gider at møde
op til de næste forhandlinger i Finansministeriet. Det skal vi have et
svar på, inden vi slutter.
Hvad er der så sket i Venstre i dag? På Venstres hjemmeside har
Venstres tidligere skatteminister hr. Peter Christensen været ude
med noget, som jeg tror var et blogindlæg eller en pressemeddelelse,
i hvert fald har han skrevet en nyhed på Venstres hjemmeside, hvor
han kritiserer vores skatteudspil. Han synes, det simpelt hen er uambitiøst, og han siger, at regeringen med de samme penge, som de
bruger på skattelettelser, altså 14 mia. kr., kunne have fjernet topskatten og lettet marginalskatten mærkbart for 725.000 danskere. I
stedet smører regeringen et tyndt lag ud over danskerne i form af
øget beskæftigelsesfradrag. Det er altså Venstres tidligere skatteminister hr. Peter Christensen, som skriver det på Venstres hjemmeside
i dag.
Han er ærgerlig over, at regeringen prioriterer skattelettelserne til
lav- og mellemindkomstgrupperne og siger, at man i stedet for kunne have fjernet topskatten. Vil Venstre virkelig det? Vil Venstre bede danskerne om at arbejde længere, bede de studerende om at studere hurtigere for at fjerne topskatten, vil Venstre bruge 14 mia. kr.
på at give de bedst betalte bankdirektører skattelettelser på op til 1
mio. kr.? Og vil man så sige til LO-familien, at det bare var ærgerligt, venner, glem skattelettelserne? Og vil man sige til den enlige far
eller enlige mor, at de kan skyde en hvid pind efter fordoblingen af
beskæftigelsesfradraget, og sige til de pensionister, der har mindst, at
de alligevel ikke får det velfortjente løft, som de var blevet stillet i
udsigt?
Det er ikke den vej, vi vil. Det, Venstre hånligt omtaler som at
smøre et tyndt lag ud over danskerne, er det, vi kalder et beskæftigelsesfradrag. Det betyder, at alle danskere i arbejde får glæde af reformen. Det er den rigtige vej at gå. Derfor vil jeg til sidst gentage
min appel til alle Folketingets partier, også til det store oppositionsparti Venstre, om, at man skal melde sig ind i kampen og være med
til at finde løsninger, skabe arbejdspladser, lave reformer.

86

Onsdag den 30. maj 2012 (F 41)";Magnus Heunicke
561747;Time;;Kl. 20:20
561781;title_name;":
Tak for det. Der er foreløbig syv indtegnet til korte bemærkninger,
så det ser ud til at passe meget godt med den halve time, der er til
korte bemærkninger. Den første er hr. Martin Henriksen, Dansk Folkeparti.";Karen J. Klint
562003;Time;;Kl. 20:20
562026;name_party;":
Tak. Jeg undrer mig lidt over, at hverken statsministeren eller regeringsordførerne, i det her tilfælde for Socialdemokratiet, har talt meget om udlændingepolitikken i dag. Det forstår jeg egentlig ikke, for
regeringen er jo særdeles aktiv på udlændingeområdet. Man sænker
kravet om danskkundskaber i forbindelse med reglerne om permanent opholdstilladelse, man gør det vanskeligt at udvise kriminelle
udlændinge, om man har sågar også tildelt dansk statsborgerskab til
kriminelle udlændinge.
Jeg kunne egentlig godt tænke mig at vide, hvordan det kan være,
at regeringen, herunder Socialdemokratiet, ikke praler med resultaterne på udlændingeområdet, for noget har man da nået.";Martin Henriksen
562716;Time;;Kl. 20:21
562750;title_name;":
Værsgo til ordføreren.";Karen J. Klint
562784;Time;;Kl. 20:21
562805;name_party;":
Det, vi har gjort på integrationsområdet, hvad er det? Det er at rette
op på en politik, der var kommet ud af balance under de sidste år
med VKO. Spørgeren kommer jo fra Dansk Folkeparti, og det var i
de sidste år, at Dansk Folkepartis indflydelse på netop dette politikområde til lov til at tage overhånd efter vores smag. Derfor synes
vi, at det var fornuftigt og påkrævet, at der kom et nyt flertal i Folketinget, oven i købet et bredt flertal. Der er der kommet nu.
Hvad gør det nye, brede flertal på det her område? Det gør det, at
det genopretter balancen, så Danmark stadig væk har en fair, god,
bundsolid udlændingepolitik, og så vi også behandler mennesker ordentligt. Det er vi stolte af. Det kan ordføreren spørge om mange
gange. Vi er meget stolte af det. Vi synes, det er godt for Danmark,
at vi har fået genoprettet den balance.";Magnus Heunicke
563659;Time;;Kl. 20:22
563693;title_name;":
Spørgeren for anden korte bemærkning.";Karen J. Klint
563742;Time;;Kl. 20:22
563765;name_party;":
Jamen det var jo et meget klart svar. Jeg kvitterer for, at man fra Socialdemokratiets side er stolt af, at man gør det sværere at udvise kriminelle udlændinge, at man er stolt af at tildele statsborgerskab til
kriminelle udlændinge, og at man er stolt af, at man har sænket kravene til danskkundskaber hos udlændinge, som ønsker at få permanent opholdstilladelse. Det synes jeg var et meget klart svar. Men jeg
forstår det godt nok ikke.";Martin Henriksen
564215;Time;"lod være med at definere Socialdemokraternes politik, især når det
drejer sig om spørgsmålet om integration.
Jeg synes, det ville være på sin plads, hvis Dansk Folkeparti
holdt sig til deres sine forslag og erkendte, at VKO ikke længere har
flertal i den her Folketingssal. I stedet for kunne man sige, at man så
må fremføre sin egen politik og også acceptere, at der er et andet
flertal, der vil en anden vej. Det er jo en markant anden vej. Det er
en vej, som fik opbakning af befolkningen ved folketingsvalget. Det
er jeg stolt over og glad for.";Kl. 20:22
564775;Time;;Kl. 20:23
564809;title_name;":
Den næste med korte bemærkninger er hr. Per Clausen, Enhedslisten.";Karen J. Klint
564887;Time;;Kl. 20:23
564905;name_party;":
Jeg synes jo, det er dejligt, at der sniger sig nogle realiteter ind i debatten. Det vil jeg også prøve på at få der til at gøre, og jeg vil bare
spørge hr. Magnus Heunicke, om han ikke efterhånden er nået til
den konklusion, at det ville være fornuftigt at tage afsæt i muligheden for at lave en aftale, hvor man nøjedes med at øge forskellen
mellem lønindkomster og overførselsindkomster med 0,3 pct. om året. For det er jo sådan, det er nu. Forskellen bliver større og større år
for år, og jeg mener faktisk, at der var en socialdemokratisk kongres,
som vedtog, at det skulle man fjerne, sådan at overførselsindkomsterne fulgte lønindkomsterne. Men hvis vi kunne tage det udgangspunkt, at vi sagde, at det var sådan, det var nu, og at det ville blive
ved med at være sådan i nogle år fremover, ville det så ikke være et
langt, langt mere fornuftigt udgangspunkt for en diskussion og en
forhandling om en skattereform end det, man har fra Venstres side
med de fantasimilliarder, der ligger og ruller rundt?";Per Clausen
565925;Time;;Kl. 20:24
565959;title_name;":
Ordføreren, værsgo.";Karen J. Klint
565990;Time;;Kl. 20:24
566011;name_party;":
Når det drejer sig om overførselsindkomsterne, som er det, hr. Per
Clausen hentyder til, vil jeg sige, at det for os er vigtigt at sikre, at
købekraften set over en årrække ikke bliver udhulet. Og det bliver
den netop ikke. Det er nemlig sådan, at hvis prisen på en liter mælk
eller en pakke rugbrød i supermarkedet stiger, så stiger indtægten for
f.eks. dagpengemodtagere tilsvarende, faktisk endda lidt mere.
Hvorfor gør den det? Jo, det gør den, fordi det er fornuftigt. For man
er ikke arbejdsløs for sjov – man knokler for at finde sig et arbejde.
Så svaret til de mennesker, der er på dagpenge, er, at vi siger: Vi
kæmper for at skaffe dig arbejde. Vi er i gang med at skaffe 19.500
arbejdspladser i den private sektor til næste år. Og den indkomst,
som en overførselsindkomstmodtager har, følger den prisudviklingen over de næste 10 år.";Magnus Heunicke
566866;Time;;Kl. 20:25
566900;title_name;":
Hr. Per Clausen for den anden korte bemærkning.";Karen J. Klint
566959;Time;;Kl. 20:25
566993;title_name;":
Værsgo til ordføreren.";Karen J. Klint
567027;Time;;Kl. 20:22
567048;name_party;":
Tak for det. Vi kan godt bruge dagen på at definere hinandens politik. Jeg skal nok lade være med at definere Dansk Folkepartis politik, og så synes jeg også, det ville være godt, hvis Dansk Folkeparti";Magnus Heunicke
567269;name_party;":
Jeg har stadig væk ikke fået noget fornuftigt svar fra Socialdemokraterne på, hvorfor det er fornuftigt at øge forskellen mellem lønindkomster og den indkomst, som arbejdsløse, kontanthjælpsmodtagere
og førtidspensionister har. Vi har allerede nu en ordning, der hvert
eneste år øger den forskel. Og så vil jeg godt spørge hr. Magnus
Heunicke: Hvad mener hr. Magnus Heunicke at de 120.000,

Onsdag den 30. maj 2012 (F 41)

130.000, 140.000 mennesker, som til næste år er arbejdsløse, og som
så får 2.000 kr. mindre i købekraft, end arbejdsløse har i år, vil kunne bruge det til, at hr. Magnus Heunicke har sørget for, at der er
15.000-20.000 af de arbejdsløse, der er kommet i arbejde? Det er da
dejligt for de 15.000-20.000, der er kommet i arbejde, men hvad
med de andre? Det betyder faktisk, at de ikke vil kunne købe det
rugbrød og den mælk, som de kunne købe i år, men at de må købe
noget mindre. Det vil sige, at hr. Magnus Heunicke medvirker til at
gøre arbejdsløse, kontanthjælpsmodtagere og førtidspensionister fattigere næste år.";Per Clausen
568321;Time;;Kl. 20:26
568355;title_name;":
Værsgo til ordføreren.

87

ekstra hånd til dem, der er på arbejdsmarkedet. Derfor prioriterer vi
lav- og mellemindkomstgrupperne, og så siger vi, at det er dem, der
er i den arbejdsdygtige alder, vi prioriterer vi; det er dem, der skal
have skattelettelserne. Det er dem, der f.eks. både får lettelserne i
bunden og lettelserne i topskatten – dem, der bliver fri for at betale
topskat, fordi topskattegrænsen bliver hævet.
Så må man sige, at når det drejer sig om dem, der er over 67 år,
så synes jeg, at det er glimrende med hver og en, der arbejder og har
overskud, tid og mulighed for at fortsætte nogle år på arbejdsmarkedet. Men det er jo altså ikke den største procentdel af dem, der er
over 67 år, der arbejder. Det er jo det, der er sagen, og derfor er vores valg at sige: Jamen så lad os prioritere der, hvor vi får mest effekt på arbejdsmarkedet.";Karen J. Klint
569224;Time;;Kl. 20:29
569235;Time;;Kl. 20:26
569256;name_party;":
Jo, men det er jo sådan, at når en nation skal ud af en krise – og det
skal Danmark – så skal skabes arbejdspladser, men vi er også alle
sammen nødt til at yde noget til den fælles kasse. Det er klart, at
havde vi penge nok, så havde vi en anden situation, men den situation er vi jo bare ikke i. Man kan bare se på overenskomsterne på arbejdsmarkedet. Hvad er der sket der? Der er sket det, at man har indgået nogle historisk stramme overenskomster, nogle historisk ansvarlige overenskomster med en meget beskeden vækst i lønnen, så
man faktisk vil opleve, at købekraften fremover ikke bliver styrket,
tværtimod. I den situation er det kun rimeligt, kun fornuftigt og kun
god logik at sige til overførselsindkomstmodtagerne, at vi må følge
op, at vi må vælge den samme vej. Og det er så det, vi gør.
Til dem, der modtager overførselsindkomster, f.eks. dagpengemodtagerne, vil jeg sige, at stigningen for dagpengemodtagere fra i
år til 2022 er på 43.000 kr. Så der er en stigning; man følger med
prisstigningerne, endda lidt mere, og derfor er det god politik.";Magnus Heunicke
570352;title_name;":
Spørgerens anden korte bemærkning.";Karen J. Klint
570398;Time;;Kl. 20:29
570432;title_name;":
Den næste til korte bemærkninger er hr. Simon Emil Ammitzbøll fra
Liberal Alliance.";Karen J. Klint
