split;reason;text;value
28149;Time;"Men det, jeg egentlig vil ind til, er, at som jeg har forstået den
svenske sag, så handlede den om, at domsmændene, der var brugt i
sagen, og som var indstillet af politiske partier, i øvrigt havde minoritetsbaggrund, og at det skulle have haft en meget stor indflydelse
på, hvordan den svenske dom faldt ud. I Danmark har vi jo forsøgt at
være en lille smule præventive i forhold til de her ting. Jeg tror endda, at det var i den nuværende ministers tid, vi behandlede et lovforslag, der indskrænkede muligheden for f.eks. at bruge imamer som
domsmænd, fordi der skulle være noget luft imellem vores retssystem og det i øvrigt at være religiøs forkynder. Der vil jeg bare spørge ministeren, om ministeren føler sig overbevist om, at vi i Danmark er dækket ind, så det eksempel, man har set i Sverige, ikke 1:1
vil være et eksempel, vi kunne finde frem i Danmark.";Kl. 13:21
29024;Time;;Kl. 13:23
29052;title_name;":
Ministeren.";Pia Kjærsgaard
29075;Time;"Justitsministeren (Søren Pape Poulsen):
Jeg skal være sikker på, at jeg forstår spørgsmålet rigtigt, og hvis jeg
gør det, vil jeg sige, at jeg i hvert fald kan garantere, at så længe denne regering og spørgerens parti kan tælle til 90, er jeg ikke spor bekymret, i forhold til hvor det her går hen. For jeg er ret tryg ved, at
det skal regeringen nok holde fast i, og jeg er fuldstændig tryg ved,
at spørgerens parti også vil holde fast i, at det ikke får lov at ske. Nu
tillader tiden ikke, at jeg kommenterer den svenske dom, og det var
trods alt heldigvis noget andet. Det handlede om hustruvold, så vidt
jeg husker. Her i Danmark blev vedkommende jo kendt skyldig, men
det var så i forbindelse med strafudmålingen, man valgte at lægge
det til grund.";Kl. 13:23
29840;Time;;Kl. 13:24
29868;title_name;":
Værsgo, hr. Peter Kofod Poulsen.";Pia Kjærsgaard
29912;Time;;Kl. 13:24
29940;title_name;":
Værsgo.";Pia Kjærsgaard
29959;Time;"Justitsministeren (Søren Pape Poulsen):
Som jeg lige har været inde på i forbindelse med besvarelsen af S
680 fra spørgeren, kan jeg ikke acceptere, at man i Danmark tillægger det betydning ved straffastsættelsen, at overtrædelsen er kulturelt
betinget. Det mener jeg sådan set gælder for alle overtrædelser, hvad
enten det er vold mod børn eller andre former for forbrydelser, og
derfor har jeg bedt om, at mine embedsmænd kigger på, hvordan vi
ved lovgivning sikrer, at det ikke sker. Indvandringspolitikken kan
man diskutere nok så meget, men uanset den skal der ikke være
strafudmålinger, hvor man kan bruge den kulturelle herkomst som et
argument for at give lavere straf.";Kl. 13:21
30664;name_party;":
Det har ministeren ret i. Jeg kunne godt tænke mig, når ministeren
nu skal lave den her gennemgang og sætter noget arbejde i gang, at
noget af det, man også kigger på, er domsmænd og udnævnelse af
domsmænd. For godt nok har vi arbejdet med det her i Folketinget
for ikke særlig lang tid siden, men jeg synes stadig væk, det er et
emne, der er værd at berøre med relation til det svenske eksempel.
Så jeg vil bare høre ministeren, om det ikke også kunne være et element, man ville tage op.";Peter Kofod Poulsen
31164;Time;;Kl. 13:25
31192;title_name;":
Værsgo, ministeren.";Pia Kjærsgaard
31223;Time;;Kl. 13:25
31234;Time;;Kl. 13:22
31262;title_name;":
Værsgo.";Pia Kjærsgaard
31281;Time;;Kl. 13:22
31307;name_party;":
Godt. Det er jeg glad for, og den del fik vi jo ligesom afklaret i det
første spørgsmål, jeg stillede. Det her spørgsmål har, kan jeg jo godt
indrømme, et lidt andet sigte. For i Sverige har man set en tilsvarende situation, og så gik vi og vi muntrede os på en sådan tragikomisk
måde over – sådan tror jeg de fleste havde det – hvordan tilstanden i
Sverige var, lige indtil vi så stod med vores egen sag og tænkte:
Hold da op, der er da også noget her, der ikke fungerer.

Justitsministeren (Søren Pape Poulsen):
Jeg tror måske, at vi for den fælles interesses skyld skulle skille tingene ad, for jeg tror, vi begge to kunne have en interesse i nu at få
slået fast i dansk ret, at når man skal udmåle en straf, kan man ikke
tage hensyn til den kulturelle baggrund. Det synes jeg sådan set vi
har en interesse i at få håndteret. Når det gælder domsmænd, har vi
lige ændret det, men hvis der er noget på det område, som spørgeren
gerne vil diskutere, så er min dør jo ligesom i alle andre sager åben,
og så sætter vi os ned og diskuterer det.";Peter Kofod Poulsen
32360;Time;;Kl. 13:25
32388;title_name;":
Så er det sidste spørgsmål. Værsgo.

Onsdag den 11. april 2018 (S 681)";Pia Kjærsgaard
32472;Time;;Kl. 13:26
32483;Time;;Kl. 13:25
32509;name_party;":
Så vil jeg i hvert fald bare opfordre ministeren til også at tage det
andet tilfælde op, altså det her med domsmænd, for jeg synes simpelt hen, det er fuldstændig centralt, og jeg synes, at det eksempel
fra Sverige, vi har set, viser, hvordan en meget stor indvandring jo
altså også sætter sit præg på noget af det allerhelligste i en retsstat,
nemlig vores domstole. Så det er i hvert fald en opfordring, jeg vil
give videre. Jeg tror egentlig ikke, at den skal ledsages af noget
egentligt spørgsmål; jeg vil bare komme med en opfordring til regeringen.";Peter Kofod Poulsen
33075;Time;;Kl. 13:26
33103;title_name;":
Er det, som det er?
Tak for det. Så er spørgsmålet afsluttet.
Det næste spørgsmål er til erhvervsministeren af hr. Hans Kristian Skibby, Dansk Folkeparti.";Pia Kjærsgaard
33269;Time;"Spm. nr. S 681
5) Til justitsministeren af:
Carsten Kudsk (DF):
Finder ministeren, at det er hensigtsmæssigt, at der er internationale
konventioner, der står i vejen for danske interesser i forhold til at udvise kriminelle udlændinge?
(Spørgsmålet er udgået af dagsordenen).";Kl. 13:26
33555;Time;"Spm. nr. S 683
6) Til justitsministeren af:
Carsten Kudsk (DF):
Vil ministeren tage initiativ til at ændre de forskellige konventioner,
så det bliver nemmere at udvise kriminelle udlændinge?
(Spørgsmålet er udgået af dagsordenen).";Kl. 13:26
33797;Time;"Spm. nr. S 679
7) Til erhvervsministeren af:";Kl. 13:26
33869;name_party;":
Regeringen besluttede i december 2017 at udsætte indførelsen af
»LEI-systemet« over for 124.000 virksomheder, som reelt vil kunne
se frem til en fordyrende administrativ byrde på over 100 mio. kr. årligt, såfremt virksomhederne, som regeringen planlægger, pålægges
både at have et cvr-nummer og en LEI-kode, når virksomheden ejer
så meget som en aktie eller et stykke værdipapir – er ministeren enig
med DF i, at den fordyrende administrative byrde skal stoppes og ikke blot udskydes i 3 måneder som meddelt i december sidste år?";Hans Kristian Skibby
34427;title_name;":
Værsgo til at læse op.";Pia Kjærsgaard
34461;Time;;Kl. 13:26
34488;name_party;":
Tak, fru formand. Regeringen besluttede i december 2017 at udsætte
indførelsen af »LEI-systemet« over for 124.000 virksomheder, som
reelt vil kunne se frem til en fordyrende administrativ byrde på over
100 mio. kr. årligt, såfremt virksomhederne, som regeringen planlægger, pålægges både at have et cvr-nummer og en LEI-kode, når
virksomheden ejer så meget som en aktie eller et stykke værdipapir
– er ministeren enig med DF i, at den fordyrende administrative byrde skal stoppes og ikke blot udskydes i 3 måneder som meddelt i december sidste år?

7";Hans Kristian Skibby
35068;title_name;":
Værsgo til ministeren.";Pia Kjærsgaard
35102;Time;;Kl. 13:27
35140;title_name;":
[Lydudfald].";Brian Mikkelsen
35164;Time;;Kl. 13:27
35192;title_name;":
Nå, der kom lyden. Jeg tror næsten, vi må begynde forfra med svaret.";Pia Kjærsgaard
35272;Time;;Kl. 13:27
35310;title_name;":
Vi tager den én gang til for prins Knud – nej, det er jo ikke henvendt
til hr. Hans Kristian Skibby, men blot en talemåde.
Formålet med LEI-kodesystemet er at sikre, at virksomheder på
tværs af jurisdiktioner kan identificeres i forbindelse med deres aktiviteter, når det gælder værdipapirtransaktioner. Det bidrager til at
styrke det globale tilsyn med finansmarkederne, herunder den løbende markedsovervågning og identifikation af systemiske risici og bekæmpelsen af økonomisk kriminalitet. Det er jo ligesom overliggeren for det, altså den verden, vi lever i.
Der skal indførelsen så ses i lyset af erfaringerne fra den finansielle krise, der afslørede et behov for at sikre øget gennemsigtighed
på de finansielle markeder. Samlet set er hensigten bag systemet således at skabe en større tillid til de finansielle markeder. Kravet om
en LEI-kode er indarbejdet i EU-lovgivningen gennem en forordning
og gælder derfor også i Danmark. Det er derimod ikke et krav, som
vi i Danmark isoleret set kan beslutte implementeringsdatoen for eller lade være med at implementere.
De første LEI-koder blev udsendt i 2012, og den 3. januar 2018
trådte der en ny EU-forordning i kraft, hvor der blev indført et krav
om, at selskaber skal erhverve en LEI-kode, såfremt de ønsker at
handle værdipapirer. En virksomhed skal altså kun have en LEI-kode, hvis virksomheden ønsker at handle værdipapirer. Virksomheden
skal således ikke have en LEI-kode, hvis den blot ejer værdipapirer.
Enkeltmandsvirksomheder er heller ikke omfattet af kravet.
Tal fra VP-Securities A/S, det tidligere Værdipapircentralen, og
Erhvervsstyrelsen, har anslået, at pr. 29. januar 2018 har ca. 42.000
ud af omtrent 52.000 omfattede selskaber i Danmark allerede fået en
LEI-kode med henblik på at handle finansielle instrumenter. Der er
altså ikke tale om, at kravet indføres over for 124.000 selskaber, men
at der pr. 31. januar 2018 blot er ca. 10.000 selskaber beliggende i
Danmark med et aktivt VP-depot med værdipapirer, som ikke har en
LEI-kode.
I forhold til ikrafttrædelsen af kravet om en LEI-kode er der som
nævnt ikke tale om, at vi i Danmark i december 2017 har bestemt at
udskyde kravet. Det, som Den Europæiske Værdipapir- og Markedstilsynsmyndighed (ESMA) besluttede, var at give mulighed for, at
virksomheder frem til 3. juli 2018 kan handle værdipapirer hos et investeringsselskab uden i forvejen at have en LEI-kode. Forudsætningen er, at investeringsselskabet inden handlen får al nødvendig information om virksomheden til at selskabet kan ansøge om en LEI-kode på vegne af virksomheden. Hvorvidt denne mulighed for at erhverve sig en LEI-kode også kan gøre sig gældende efter 3. juli
2018, vil blive vurderet, når vi nærmer os den dato.";Brian Mikkelsen
38038;Time;;Kl. 13:30
38066;title_name;":
Værsgo til spørgeren.

8

Onsdag den 11. april 2018 (S 679)";Pia Kjærsgaard
38139;Time;;Kl. 13:30
38166;name_party;":
Jeg takker for ministerens besvarelse af spørgsmålet. Vi er jo godt
bekendt med, at der findes en EU-forordning, som sikrer implementering af de her forskellige delelementer, men det, som jeg synes
kunne være interessant at få belyst, er jo også, hvor mange virksomheder der handler med de her værdipapirer, og hvad de så koster i
administrative byrder, for der er vel ingen, der har pålagt regeringen
at sige, at det skal koste 750 kr. om året at eje en aktie i Novo Nordisk. Jeg tror heller ikke, at en EU-forordning umuliggør en praksis,
hvor man ikke lægger så store gebyrer på, eller hvor man f.eks. lægger et gebyr på, ud fra hvor stor en omsætning man har i den pågældende virksomhed i forbindelse med investeringer i noterede aktier
eller via investeringsforeninger. Det synes jeg jo måske godt at ministeren kunne prøve at reflektere over. Så siger ministeren jo også, at
man ikke får et gebyr for at eje, man får et gebyr for at handle. Der,
hvor jeg kommer fra i Jylland, er det normalt, at for at man skal
komme til at eje noget, skal man også købe det. Tænker ministeren
så vitterlig, at nogen kunne finde på at melde sig ind og ud af systemet, efter om de køber og sælger værdipapirer i 2018 og måske så
først vil have solgt dem i 2020 – de skal så melde sig ud og ind –
eller hvad er det, ministeren og regeringen egentlig tænker i den henseende? Det synes jeg kunne være interessant at få belyst.
Jeg kan så sige, at jeg ikke kan se noget på pulten om, hvilken
taletid jeg har, men ... (Formanden: Jeg skal nok rejse mig op. Jeg er
virkelig ked af, at systemet ikke fungerer, men når jeg begynder at
rejse mig, så er det, fordi tampen brænder). Nej, det var mine indledende kommentarer til det. Jeg vil gerne høre ministerens kommentarer til det. Jeg vil gerne høre ministeren evaluere gebyrstørrelser og
omsætninger i virksomheder af de her investeringer i første omgang.
Tak.";Hans Kristian Skibby
40071;Time;;Kl. 13:32
40099;title_name;":
Værsgo.";Pia Kjærsgaard
40118;Time;"alkredit, bank, forsikring, pension, produktion og alt muligt andet.
Det er derfor, det undrer os, at man så synes, det er nødvendigt med
yderligere en administrativ byrde som den, der jo ligger i det her. Og
der synes jeg jo retfærdigvis – hvad end man synes om, at det åbenbart bliver pålagt via en EU-forordning – at vi da trods alt, også via
en liberal regering, måske burde kunne forvente, at man ikke kom og
bød ind med en ekstra udgift til alle de her mange tusinde virksomheder, som bliver pålagt det her gebyr på 750 kr. om året. Det synes
jeg, og det var det ene.
Det andet med hensyn til gebyrets størrelse synes jeg ikke ministeren svarede på. Ministeren sagde, at det her var noget, man skulle;
at det var en EU-forordning. Jeg spurgte til: Hvem har besluttet, at
den ikke må være omsætningsbestemt? Hvem har besluttet, at gebyret skal være på 750 kr. og ikke på 500 kr. eller 250 kr.? Og hvem
har besluttet, at det ikke kunne være en kombination med et cvrnummersystem som det, vi har i forvejen? Tak.";Kl. 13:32
41145;Time;;Kl. 13:34
41173;title_name;":
Værsgo, ministeren.";Pia Kjærsgaard
41204;Time;;Kl. 13:34
41242;title_name;":
Med hensyn til gebyret har man jo prøvet at gøre det så omkostningsbestemt som muligt, men jeg vil godt prøve at dykke ned i,
hvad der er de reelle omkostninger ved det, for det er selvfølgelig ikke noget, staten skal tjene en eneste øre på – og så må man vurdere
ud fra det, ikke?
Jeg igangsatte i december 2017 en undersøgelse, der kortlagde,
om der – som du lige var inde på – var væsentlige argumenter for, at
cvr-registeret skulle udstede LEI-koder, selv om der allerede findes
en række private udbydere af LEI-koder. Der er imidlertid både internationale udbydere af LEI-koder og en række danske agenter, som
hjælper danske virksomheder med at erhverve en LEI-kode. Og konklusionen på den undersøgelse var, at der ikke er særlige argumenter
for, at Erhvervsstyrelsen skal varetage udstedelsen af LEI-koder. Så
jeg har prøvet at være inde at vurdere omfanget af det.";Brian Mikkelsen
42125;Time;;Kl. 13:35
42163;title_name;":
Tak. I lyset af at der ikke er nogen tid på, vælger jeg at kigge denne
vej hele tiden. Jeg vil ikke se til højre for mig. Nej, jeg må hellere se
ud af øjenkrogen.
Som jeg nævnte før, er det sådan, at det alene er ca. 62.000 selskaber, det handler om. De 42.000 af dem har en LEI-kode, dvs. at
det er 10.000, som mangler. Der har vi jo sagt med hensyn til en
ikrafttræden i juni måned, at vi må se på, hvad vi ender på, når vi
nærmer os. Min interesse er jo at pålægge virksomhederne mindst
mulig byrde, og derfor skal man, når man indfører en ny regulering,
hele tiden afveje forholdet mellem de fordele, reguleringen giver, og
de byrder, den indebærer. Men vi synes jo, og det ved jeg også at
spørgeren selv har været meget inde på og er meget obs på, at der
har været eksempler på misbrug af det finansielle system til kriminelle aktiviteter, og derfor er det vigtigt, at vi har de her regler, og
det er vigtigt, at der er tillid til det finansielle system. Og der kan
LEI-koderne være med til at værne om de finansielle markeders integritet.";Brian Mikkelsen
43219;Time;;Kl. 13:33
43247;title_name;":
Værsgo.";Pia Kjærsgaard
43284;title_name;":
Værsgo for sidste spørgsmål.";Pia Kjærsgaard
43324;Time;;Kl. 13:35
43351;name_party;":
Nu siger ministeren så, at der er internationale udbydere. Det synes
jeg da ikke gør det mindre problematisk, for EU-forordningen må
man da forvente bliver implementeret på baggrund af danske regler
og normer. Jeg synes jo, det er et ret unikt system, vi har i forvejen,
og som der er en høj tillid til, netop vores cvr-system, som er både
unikt, nemt og styrbart. Og der kan man jo så godt blive lidt provokeret af, at det faktisk egentlig med det her indgreb gøres mere indviklet, når der kan være tale om både internationale udbydere og nationale udbydere og det ikke foregår via én skranke. Så der synes jeg
måske også vi skulle prøve at få sat ind.
Men altså, med hensyn til gebyret på 750 kr., fordi man tilfældigvis har relativt få værdier som privat virksomhed, synes jeg, der burde være en bagatelgrænse, for at sige det ligeud. Det burde være sådan, at hvis man har en vis omsætning eller et værdipapirdepot, burde man ikke være omfattet af de her kriterier og de her årlige gebyrer, som der lægges op til. Tak.";Hans Kristian Skibby
44385;Time;;Kl. 13:33
44412;name_party;":
Tak. Jeg anerkender – det har ministeren da ret i – at der er stor grad
af tillid til virksomheder og deres drift i Danmark, både inden for re-";Hans Kristian Skibby
44568;Time;;Kl. 13:36
44596;title_name;":
Sidste svar. Værsgo.

Onsdag den 11. april 2018 (L 197)";Pia Kjærsgaard
44665;Time;;Kl. 13:36
44703;title_name;":
Tak. Intuitivt syntes jeg også – og det var derfor, jeg undersøgte det
– det ville være nærliggende, at Erhvervsstyrelsen gik ind i det, fordi
vi har hele cvr-registeret. Men den undersøgelse viste altså, at Erhvervsstyrelsen ikke ville have særlige fordele i forhold til private
aktører og på den måde kunne gøre det billigere. Det ville også være
forbundet med et stort ressourceforbrug og væsentlige omkostninger
hos styrelsen at blive akkrediteret som udsteder. Så der er altså ikke
noget, der tyder på, at Erhvervsstyrelsen har fordele i forhold til omkostningerne ved at udstede koderne.
Så er der også det principielle spørgsmål om, at hvis private kan
løse en opgave, hvorfor skal det offentlige så løse en opgave? Men
det er klart, at vi hele tiden skal have for øje, at det her skal gøres
billigst muligt, og jeg vil da prøve igen at kigge på, om man kan gøre det billigere, f.eks. også for de små depotholdere.";Brian Mikkelsen
45636;Time;;Kl. 13:37
45664;title_name;":
Tak. Så er spørgsmålet afsluttet, og det er spørgetiden også.

Det sidste punkt på dagsordenen er:
2) 1. behandling af lovforslag nr. L 197:
Forslag til lov om ændring af udlændingeloven og lov om planlægning. (Ophævelse af revisionsbestemmelser, forlængelse af
udløbsbestemmelse og frist for domstolsprøvelse af frihedsberøvelse i en suspensionsperiode m.v.).
Af udlændinge- og integrationsministeren (Inger Støjberg).
(Fremsættelse 21.03.2018).";Pia Kjærsgaard
46122;Time;Forhandling;Kl. 13:37
46162;title_name;":
Forhandlingen er åbnet. Jeg kan ikke se den socialdemokratiske ordfører, så vi går videre til hr. Christian Langballe, Dansk Folkeparti.
Værsgo.";Pia Kjærsgaard
46318;Time;(Ordfører);Kl. 13:38
46355;name_party;":
Tak for ordet. Den her lovgivning, L 197, er, som ordførerne vil vide, jo en ad hoc-lovgivning, som blev lavet i forhold til migrantkrisen, sådan at man kunne få tingene til at ske, og det vil sige, at der
er nogle dispensationsregler i forhold til planloven, byggeloven, indkvarteringsoperatøransvar osv. osv. Det er klart nok nu så, at de her
midlertidige regler, som blev lavet hurtigt, skal permanentliggøres.
Det er vi jo sådan set enige i kommer til at ske, altså, der er et behov
for at fastholde regler om at pålægge kommuner operatøransvar for
asylcentre, og der er et klart behov for, at private aktører kan bemyndiges til at bistå med myndighedsudøvelse på udlændingeområdet.
Så det kan vi støtte.
Det er så regeringens opfattelse, at bestemmelsen om suspension
af adgangen til domstolsprøvelse af en frihedsberøvelse bør fastholdes, men så alligevel ikke, må man forstå, hvis man læser forslaget
igennem. Her foreslår man nemlig et loft på 4 uger for domstolsprøvelse, og at der indsættes en ny udløbsbestemmelse, hvorefter denne bestemmelse ophæves med udgangen af 2021. Vi kan overordnet
set tilslutte os de andre dele af lovforslaget, men vi ser ingen grund
til at sætte et loft på 4 uger i forhold til spørgsmålet om domstolspr-

9

øvelse, da der hverken er tale om danske statsborgere eller udlændinge med lovlig opholdstilladelse i Danmark. Så det forekommer os
unødvendigt at fastsætte en grænse på 4 uger, hvis myndighederne i
en presset situation har behov for 5 eller 6 uger til at fastlægge en
udlændings identitet m.v. Så vi kommer til at stille et ændringsforslag, som lægger op til, at man kan suspendere domstolsprøvelsen,
så længe regeringen og et flertal i Folketinget anser det for at være
nødvendigt.
Tak for ordet.";Christian Langballe
48114;Time;;Kl. 13:40
48142;title_name;":
Tak til ordføreren. Så er det hr. Marcus Knuth, Venstre. Værsgo.";Pia Kjærsgaard
48218;Time;(Ordfører);Kl. 13:40
48247;name_party;":
Som hr. Christian Langballe lige sagde, er lovforslaget her jo direkte
forbundet til den situation, vi stod i i Danmark og i Europa i efteråret
2015. Det er jo nok en situation, som jeg ikke tror nogen af os ønsker at se igen. Flygtninge og migranter rejste i et meget højt antal
ind over vores grænser og skabte kaos. Jeg husker især billederne
hjemme fra Lolland, hvor vi så et stort antal flygtninge og migranter
vandre hen over markerne og søge mod Sverige. Men jeg husker også andre billeder, nemlig billeder af dygtige politifolk, der tog hånd
om disse mennesker, og det viste jo, hvordan myndighederne på flot
manér håndterede en ellers meget svær situation.
Trods den fornemme indsats fra politiets og andre myndigheders
side ændrede det dog ikke ved, at vi lovmæssigt var nødt til at handle hurtigt, for at det hele ikke skulle løbe løbsk, hvis en lignende situation opstod igen. Derfor vedtog vi bl.a. loven om håndteringen af
flygtninge- og migrantsituationen, der jo gav politiet og myndighederne ekstra redskaber. Dengang hastebehandlede vi lovgivningen,
og vi indsatte som konsekvens heraf en bestemmelse om, at den
skulle revideres. Det er så det, vi står her og gør i dag.
Situationen er lige nu meget anderledes end dengang i 2015.
Danmark har lige nu et historisk lavt antal asylansøgere. Det er faktisk det laveste i 9 år. Det er jeg jo rigtig, rigtig glad for. Men hvis vi
kigger lidt dybere på den situation, ser vi jo også, at Danmark er faldet fra en femte plads til en niende plads til en fjortende plads og til i
år en sekstende plads, med hensyn til hvor stort vores asylpres relativt set er i forhold til landets størrelse. Det understreger jo netop, at
selv om vi har et lavt asylpres, ændrer det ikke ved, at der stadig væk
er et højt asylpres på landene omkring os. Prøv bare at kigge på Sverige, der sidste år modtog rundt regnet 30.000 asylansøgere. Så kan
det godt være, at Danmark kun modtog omkring 3.500, men det viser jo stadig, at der er et stort pres på Skandinavien – ikke lige nu på
Danmark, men det er det, jeg frygter kan ændre sig. Dertil kommer
den ustabile situation i Libyen, hvor vi jo desværre stadig væk har
alt for mange, der rejser over Middelhavet.
Kort sagt: Presset på Danmark kan meget, meget hurtigt ændre
sig igen, så vi skal ikke hvile på laurbærrene over, at vi lige nu har et
lavt antal asylansøgere, for det kan hurtigt ændre sig.
Derfor er jeg ikke i tvivl om, at det er en rigtig god idé at bevare
de redskaber, som vi dengang gav politiet og myndighederne. Det
gælder en fravigelse af planloven, og det gælder, at vi kan søge bistand fra private aktører, eller at vi f.eks. kan indføre et forbud mod
færger og andre transportmidler, hvis der kommer et stort pres. Og
så skal vi altså huske på, at de fleste af de her initiativer kun er en
hjemmel til at bruge redskaberne i særlige tilfælde.
Det gælder også det, som hr. Christian Langballe nævnte før,
nemlig at vi i særlige tilfælde kan suspendere den automatiske domstolsprøvelse for frihedsberøvede udlændinge inden for 3 døgn. Det
er en alvorlig indgriben, og eftersom det kun vil foregå i helt særlige
tilfælde, ændrer vi nu grænsen til at være 4 uger for en domstolspr-

10

Onsdag den 11. april 2018 (L 197)

øvelse. Jeg mener altså, som verden ser ud lige nu, at 4 uger er en
meget, meget lang periode i forhold til de ellers eksisterende 3 dage.
På den her måde sikrer vi, at udlændinge har en fast tidsfrist, og
samtidig får politiet og domstolene en længere periode til at behandle disse sager i situationer med et højt antal indrejsende flygtninge
og migranter.
Så for at opsummere: Venstre synes, at det her er et rigtig, rigtig
fint forslag. Det giver os redskaberne til at kunne håndtere en eventuel krisesituation, som jeg håber aldrig kommer. Derfor støtter vi
lovforslaget. Og jeg skal hilse fra Det Konservative Folkeparti og sige, at det gør de også.";Marcus Knuth
52146;Time;;Kl. 13:44
52174;title_name;":
Tak. Der er et par korte bemærkninger. Hr. Nikolaj Villumsen, Enhedslisten.";Pia Kjærsgaard
52261;Time;;Kl. 13:44
52285;name_party;":
Tak for det. Jeg kan forstå, at hr. Marcus Knuth er meget glad for
den lov, som blev vedtaget i 2015, og som jo så bl.a. blev brugt til at
opsætte en række teltlejre, som stod i både 2015 og 2016. De blev
aldrig brugt. Udgifterne til de her teltlejre kom op på i hvert fald 45
mio. kr. Så jeg vil bare gerne høre Venstres ordfører, om Venstre
mener, det var en fornuftig brug af danske skattekroner, eller om det
var spild af penge at fyre for fuglene i de her telte i både 2015 og
2016.";Nikolaj Villumsen
52784;Time;;Kl. 13:45
52812;title_name;":
Værsgo.";Pia Kjærsgaard
52831;Time;;Kl. 13:45
52849;name_party;":
Jeg tror ikke, vi fyrede for fuglene, for jeg tror ikke, der var nogen
fugle inde i teltene. Men jeg vil kalde det for rettidig omhu, for hvis
der igen var kommet et stort pres på vores grænser og vi ikke havde
haft noget sted og nogen ressourcer og områder til at håndtere et
stort antal mennesker, er jeg sikker på at den selv samme ordfører
ville have peget fingre ad os og sagt: Jamen I var ikke forberedt på
en kaotisk situation. Det var rettidig omhu, præcis som det er at have
et brandvæsen, der godt nok koster noget, men den dag der er brand,
vil man være rigtig, rigtig glad for, at man har et brandvæsen, der
kan rykke ud og løse problemer. Hvis vi ikke havde haft de her teltlejre og der var kommet et stort pres igen, jamen så havde vi ikke
taget vores ansvar som politikere alvorligt.";Marcus Knuth
53659;Time;;Kl. 13:46
53687;title_name;":
Hr. Nikolaj Villumsen.";Pia Kjærsgaard
53721;Time;;Kl. 13:46
53745;name_party;":
Men nu ved vi jo fra svar til Folketinget, at det ville tage 7 dage at
opstille de her teltlejre, men man lod dem stå i månedsvis, mens man
holdt dem opvarmet, for ellers ville der gå skimmelsvamp i dem. Det
kostede så skatteborgerne 45 mio. kr. Når man eksempelvis spurgte
Venstres borgmester i Aabenraa, hvor en af lejrene var, så sagde han
dengang, at det var spild af penge, at det var symbolpolitik, og at
pengene kunne være brugt mere fornuftigt. Så var det rettidig omhu,
eller var det spild af penge at lade ubrugte teltlejre stå i månedsvis
for skatteborgernes regning?";Nikolaj Villumsen
54335;Time;;Kl. 13:47
54363;title_name;":
Værsgo, hr. Marcus Knuth.";Pia Kjærsgaard
54401;Time;;Kl. 13:47
54419;name_party;":
Det var klokkeklar rettidig omhu. Nu ved jeg ikke, om hr. Nikolaj
Villumsen havde en eller anden magisk glaskugle, så han i en uge
eller flere dage i forvejen kunne se migrantkrisen komme og kunne
forudse, at der pludselig ville vandre i hundredvis af mennesker på
motorvejen fra Rødby. Jeg havde det i hvert fald ikke. Men det understreger, hvor hurtigt det gik, og hvor omskiftelig situationen var
med de hundredtusindvis af mennesker, der var kommet ind i Europa, mange af dem fra Ungarn via Tyskland, hvor vi ikke kunne forudse, om og i hvilket antal de ville ramme Danmark. Det gjorde de,
og derfor var det et hundrede procent rettidig omhu at have de her
telte.";Marcus Knuth
55098;Time;;Kl. 13:47
55126;title_name;":
Tak. Hr. Christian Langballe, Dansk Folkeparti.";Pia Kjærsgaard
55185;Time;;Kl. 13:47
55211;name_party;":
Altså, jeg synes, det er lidt komisk, at Enhedslisten spekulerer i offentligt forbrug, for jeg vil mene, at Enhedslisten har været god til at
bruge andre folks penge, men lad det nu ligge.
Det, jeg gerne vil spørge om, er det her loft på 4 uger. Jeg synes
jo egentlig, det er fornuftigt at give myndighederne den tid, der skal
til for at fastslå et menneskes identitet, identiteten på en flygtning,
der kommer her til landet. Jeg synes altså ikke, det er nogen som
helst form for krænkelse af nogen som helst form for retsstatsprincip. Det er jo ikke folk, der er danske statsborgere. De har ikke lovligt ophold i Danmark, de søger asyl i Danmark. Så kan man frihedsberøve dem, og der synes jeg sådan set, det er fornuftigt nok, at der
ikke bliver lagt et loft over det. Jeg kan ikke forstå, hvorfor det loft
skal lægges over.";Christian Langballe
56049;Time;;Kl. 13:48
56077;title_name;":
Værsgo.";Pia Kjærsgaard
56096;Time;;Kl. 13:48
56114;name_party;":
Retten til at blive stillet for en domstol inden for 3 dage er forholdsvis central i vores retssystem, men det ændrer ikke på, at jeg jo er
enig med hr. Christian Langballe. Når der kommer folk udefra, der
søger asyl, så skal vi selvfølgelig have tid til at behandle deres sag,
inden de bliver stillet for en dommer. Og der synes jeg som udgangspunkt, at med den situation, der er lige nu, er 4 uger et rimeligt
loft at lægge over det. Og skulle vi stå i en eller anden helt særlig
situation, jamen så er jeg sikker på, at Folketinget til den tid også
ville kunne behandle en ændring af det, ligesom vi er kommet med
lovforslaget her. Som det er lige nu, mener jeg, at 4 uger som udgangspunkt er rigeligt.";Marcus Knuth
56831;Time;;Kl. 13:49
56859;title_name;":
Hr. Christian Langballe.";Pia Kjærsgaard
56895;Time;;Kl. 13:49
