split;reason;text;value
162184;Time;;Kl. 15:33
162221;title_name;":
Fru Rosa Lund for en kort bemærkning.";Bertel Haarder
162270;Time;;Kl. 15:33
162286;name_party;":
Tak. Jeg vil gerne spørge fru Liv Holm Andersen, om institutionerne
i år oplever at få færre penge pr. enkeltstuderende – dvs. ikke får
flere penge, fordi man har optaget flere studerende – altså om de op‐
lever at få det samme beløb, som de fik sidste år, eller om de oplever
at få færre penge pr. studerende.";Rosa Lund
162608;Time;;Kl. 15:33
162645;title_name;":
Ordføreren.";Bertel Haarder
162668;Time;;Kl. 15:34
162679;Time;;Kl. 15:31
162695;name_party;":
Det er sjovt, som det er tidspunktet for det her forslag, der ikke pas‐
ser de andre partier.
Men mit spørgsmål til Dansk Folkepartis ordfører er: Hvis pen‐
gene alligevel bliver på uddannelsesområdet, handler det jo ikke om
at finde nogle flere penge eller nogle nye penge, så handler det jo om
den her mekanisme, så hvis pengene alligevel bliver på området, har
Dansk Folkepartis ordfører så ikke tillid til, at uddannelsesinstitutio‐
nerne selv kan finde ud af at omprioritere i deres budgetter? Når
Dansk Folkeparti flere gange har lagt stemmer til, at uddannelsesin‐
stitutionerne i Danmark er selvejende, er det vel, fordi man har tillid
til, at de selv kan styre deres økonomi.";Rosa Lund
163391;Time;;Kl. 15:32
163415;name_party;":
Men jeg synes bare, det er vigtigt at holde fast i, at det er de samme
penge, der bliver i systemet. Så er det rigtigt nok, som vi også har
været inde på tidligere i debatten – og det kan jeg jo kun gentage – at
nogle af de her midler falder senere, fordi det er den prioritering,
man foretager. Det synes jeg giver mening, og det synes jeg er fint.";Liv Holm Andersen
163776;Time;;Kl. 15:34
163813;title_name;":
Rosa Lund.";Bertel Haarder
163835;Time;;Kl. 15:34
163851;name_party;":
Jeg synes ikke, fru Liv Holm Andersen svarede på mit spørgsmål,
nemlig om institutionerne oplever at få færre penge pr. studerende i
år – ja eller nej.";Rosa Lund
164041;title_name;":
Ordføreren.";Bertel Haarder
164065;Time;;Kl. 15:34
164075;Time;;Kl. 15:32
164107;name_party;":
Jamen vi har meget stor tillid til uddannelsesinstitutionerne. Vi har
også et ønske om, at vi, når vi diskuterer finanslov og prioriteringer,
har friheden til at lave de prioriteringer, som vi på det tidspunkt fin‐
der rigtige. Det er derfor, jeg siger, at det her tidspunkt ikke er det
rigtige. Vi diskuterer ikke finanslov dag. Det her er sådan et enkelt‐
stående spørgsmål, hvor man lige vil tage et hjørne ud af et samlet
kompleks. Det giver ganske enkelt ikke mening.";Jens Henrik Thulesen Dahl
164618;title_name;":
Ordføreren.";Bertel Haarder
164641;Time;;Kl. 15:34
164665;name_party;":
Jamen det er jo lidt mere komplekst end som så, for det er rigtigt
nok, at der bliver taget nogle penge ud, som så bliver delt ud igen til
systemet. Så nogle institutioner vil ganske givet opleve det, mens an‐
dre vil opleve, at de penge falder på et senere tidspunkt, fordi der ek‐
sempelvis bliver prioriteret, som vi har snakket om, altså den her

30

Tirsdag den 19. maj 2015 (B 151)

færdiggørelsebonus. Så ja og nej, men pengene bliver i systemet, og
det synes jeg er det vigtige at holde sig for øje.";Liv Holm Andersen
165185;Time;"Så vi ser i SF frem til en status på Kvalitetsudvalgets arbejde og
de implikationer, det har for erhvervsakademier, professionsuddan‐
nelser og for universiteternes institutioner også. Tak.";Kl. 15:34
165386;Time;;Kl. 15:39
165423;title_name;":
Tak til den radikale ordfører. Så er det SF's ordfører, fru Annette
Vilhelmsen.";Bertel Haarder
165514;Time;;Kl. 15:35
165551;title_name;":
Tak til SF's ordfører. Så er det Liberal Alliances ordfører, fru Merete
Riisager.";Bertel Haarder
165644;Time;(Ordfører);Kl. 15:39
165680;name_party;":
Tak til fru Rosa Lund for, at vi kan få drøftelsen her i dag. Det er jo
et gammelt princip, vi står og drøfter. Det ligger, som jeg er blevet
oplyst, faktisk helt tilbage til 2003. Så det er jo et gammelt princip,
men jeg forstår, at fru Rosa Lund alene ønsker at se på det princip,
der har at gøre med uddannelsesområdet, så det er det, jeg forholder
mig til lige her.
Vi kan vel godt være enige om, at viden er Danmarks vigtigste
råstof, og viden udvindes og udvikles bl.a. gennem uddannelse. Skal
Danmark i fremtiden forblive en af de førende vidensnationer, er det
vigtigt, at vi hele tiden ser kritisk på vores uddannelsessystem, og
det er helt afgørende for uddannelsesniveauet og innovationskapaci‐
teten, at den hele tiden styrkes og forbedres. Det er uddannelsessy‐
stemets fineste opgave at skabe de bedst mulige rammer for, at den
enkelte kan udfolde sit potentiale og sine kvaliteter under uddannel‐
sen og efterfølgende på arbejdsmarkedet. Hvis vi ser forløbet helt fra
grundskole til erhvervs-, professions- og universitetsuddannelserne,
synes jeg også, at det udøves på bedste vis. Vi har generelt en høj
kvalitet, og vi har dygtige, engagerede undervisere og forskere.
En af de ting, der gør, at vi i Danmark ligger i førerfeltet i forhold
til uddannelse, er, at vi forsøger at balancere kvalitet og kvantitet.
Der findes nogle, som vil hævde, at fremdriftsreformen i højere grad
et udtryk for kvantitet frem for kvalitet. Jeg er ikke nødvendigvis
helt uenig. Men det er vigtigt, at vi her går ind og ser på de konkrete
problemer, der er i fremdriftsreformen, særlig også når dimensione‐
ringen kommer ind oveni. De problemer, der er her, skal vi selvføl‐
gelig kunne håndtere. Så vi må ikke kun tale økonomi og gennemfø‐
relsestid; vi er nødt til også at se på de konsekvenser, det har for ud‐
dannelseskvaliteten.
Vi er sådan set i SF positive over for intentionerne bag Enhedsli‐
stens forslag, selv om det jo ikke sådan er foldet voldsomt ud. Vi går
heller ikke ind for, at besparelser generelt styres ud fra en grønthø‐
stertilgang. Men det her er jo heller ikke penge, der tages fra det
samlede område; det er et princip om, hvordan man via omstillings‐
puljen fører penge tilbage igen. Det er ærgerligt, men det er nødven‐
digt, og det har det været, for at vi i Danmark er kommet ud af
krisen, at vi ser på alle de områder, som vi arbejder med, og det er
selvfølgelig også på uddannelsesinstitutionerne. Men i SF synes vi
generelt, at det bør være op til de enkelte uddannelsesinstitutioner,
hvordan de mener besparelserne skal gennemføres.
Noget af det, som vi i SF og som jeg ser frem til, er jo, hvornår
der kommer noget konkret ud af Kvalitetsudvalgets arbejde, og
hvornår vi konkret tager fat og drøfter grundtilskud, taxametertil‐
skud, socialt taxameter m.m. Vores tilgang til det beslutningsforslag
her fra Enhedslisten er, at vi ikke støtter det. Men det er simpelt hen,
fordi der er så meget i gang, og hvis det kunne lykkes at få ministe‐
ren til at fremlægge en status på, hvor langt vi er med Kvalitetsud‐
valgets arbejde, og hvor langt ministeren er i sine overvejelser om en
måde at finansiere uddannelsesinstitutionernes økonomi på, så er vi
sådan set noget mere optaget af det end af en lidt forudsigelig poli‐
tisk markering.
Så beder jeg også om, at vi, når vi drøfter det her, hele tiden hus‐
ker, at uddannelse og forskning herhjemme handler om mere end
universiteterne.

(Ordfører)";Annette Vilhelmsen
169130;name_party;":
I Liberal Alliance har vi i vores 2025-plan, som Finansministeriet
har været så venlig at gennemregne, lagt 800 mio. kr. ind for at for‐
øge forskningsmidlerne til universiteterne. Hvis man gjorde det, ville
det betyde en nettoforøgelse på 10 pct. i basismidlerne, og det ville
være noget, der ville kunne mærkes ude på universiteterne.
Men når det så er sagt, skal det siges, at det også er sådan, at det
ikke kun er de ressourcer, der kommer ind i universiteterne, der siger
noget om, hvor meget kvalitet der bliver skabt på universiteterne.
Der er også mange andre faktorer, der er afgørende for, hvor meget
god undervisning og forskning man kan lave på universiteterne.
Det er tydeligt, hvis man ser på universiteterne, at de administra‐
tive lag er blevet meget tykkere i løbet af de sidste mange år. De
vokser og vokser, og det har vi herinde på Christiansborg også en
del af skylden for. For det første kan vi være mere opmærksomme
på, om den måde, vi tildeler midler på, i for høj grad faciliterer, at
man faktisk ansætter for mange i administrationen. For det andet har
de regler, vi beslutter herinde, som betyder, at man skal leve op til
det ene og det andet krav ude på universiteterne, også en betydning
for, hvor mange administrative lag der er. Så det kan vi ikke undsige
os et ansvar for.
Et af de lovforslag, vi har vedtaget herinde, og som Liberal Alli‐
ance også selv har været med til at vedtage, er fremdriftsreformen.
Og når vi ser den galoppere derudad i den virkelige verden, kan vi
se, at den ikke fungerer særlig godt, for at sige det mildt. Vi har i
Liberal Alliance erkendt, at fremdriftsreformen simpelt hen er en
fejl. Ifølge reformens egen beregning eller de beregninger, der er la‐
vet i Finansministeriet, ville fremdriftsreformen forbedre de offentli‐
ge finanser med mere end 2 mia. kr. Det er svært at se, når man kig‐
ger ud over universiteterne, at det er så enkelt, for det er altså en re‐
form, som er temmelig ødelæggende for universiteternes arbejde og
også for de studerendes hverdag i øvrigt. Universiteterne drukner i
ansøgninger om undtagelser fra loven, og det viser sig, at den er ble‐
vet et bureaukratisk helvede, og det må vi simpelt hen tage alvorligt.
Så på den måde kan man altså også bruge rigtig mange ressourcer på
at holde fast i en lov, som vi må sige simpelt hen ikke fungerer efter
hensigten.
Hvad kan man ellers gøre for at give universiteterne noget mere
frihed og dermed også bedre mulighed for at bruge deres ressourcer?
Ja, én ting, man jo kan gøre, er at give de universiteter, som ikke er
selvejende, mulighed for at blive det. Københavns Universitet har
længe ønsket at blive selvejende. Jeg ved, at der ligger den ene an‐
søgning efter den anden ovre hos ministeren, men der sker ikke så
meget. Med hensyn til det med at blive selvejende er det vigtigt, at
alle de institutioner, der ønsker det, alle de universiteter, der ønsker
det, får mulighed for at eje deres egne bygninger og bestemme over
deres egne ressourcer, for på den måde får vi mere ud af midlerne.
Taxametersystemet er en måde, som vi regulerer ressourcerne på
på universitetet, og som ikke altid tjener det formål, som vi kunne
ønske. Man må sige, når man kigger på f.eks. færdiggørelsestaxame‐
teret, at det i hvert fald ikke er fremmende for kvaliteten, hvis man
hele tiden kun er optaget af at få de studerende igennem. Så taxame‐
terstrukturen skal vi have kigget på, lige så snart der kommer en an‐
den regering på et tidspunkt.

Tirsdag den 19. maj 2015 (B 151)

Så skal vi have kigget på fordelingen af ressourcerne mellem uni‐
versiteterne. For det er jo sådan, at nogle universiteter får mere end
andre. Jeg undrer mig altid over, når jeg kigger på CBS, som er et
meget anerkendt universitet, at de ressourcer, der tilflyder dem, er så
ringe i forhold til mange af de andre universiteters. Det bør vi også
lave om på.
Så i Liberal Alliance vil vi gerne diskutere ressourcer til universi‐
teterne, incitament, bureaukrati, selveje, frihed, ansvar osv. Men vi
har altså et helt andet udgangspunkt end det, Enhedslisten har.";Merete Riisager
173210;Time;;Kl. 15:44
173247;title_name;":
Tak til Liberal Alliances ordfører. Så er det den konservative ordfø‐
rer, hr. Per Stig Møller.";Bertel Haarder
173354;Time;(Ordfører);Kl. 15:44
173387;name_party;":
Det er jo sådan et rigtig vaskeægte hovsaforslag før lukketid. Altså,
Enhedslisten er regeringens støtteparti. Uden Enhedslisten sad rege‐
ringen slet ikke, og så havde vi en anden finanslov. Så enten siger
man: Hovsa, vi glemte det her, da vi forhandlede finanslov for 2015.
Så er det lidt sent at vågne op og komme med det. Eller også er det
sådan en utidig start på finanslovsforhandlingerne, hvor man siger:
Det skal vi have ind i 2016. Men så er det for tidligt. Og hvis man vil
være regeringens støtteparti ved finansloven for 2016, skal man da
nok tage det op med regeringen under forhandlingerne.
Så det er jo et forslag, hvor man siger: Hvorfor i verden får vi det
nu? Det giver jo ikke rigtig nogen mening.
Vi har også hørt ministerens svar. Det har været utrolig klart, at
forslagsstillerne overhovedet ikke har været klædt ordentligt på, men
alligevel ulejliger Folketinget. For pengene bliver jo inden for syste‐
met igennem omprioriteringen, og vi går ind for omprioritering. Der
er ikke noget, der kan fungere, uden at man omprioriterer. Jeg har
selv som minister lavet omprioriteringspuljer, og det er da for at
fremme kvaliteten og dynamikken i et system. Vi har ikke noget im‐
od, at man effektiviserer, og der bliver så effektiviseret på den måde,
at pengene bliver i systemet. Så det er altså også forkert set.
Vi er meget optaget af kvaliteten i uddannelsen og forskningen.
Det er klart, for det er det, vi skal leve af i fremtiden. Det er meget
vigtigt, at vi hele tiden ligger i front. Jeg hørte her i morges, at vi
ligger som nr. 7 i OECD med udvikling af viden, men vi kan jo
komme op og blive nummer et. Derfor foreslår vi regeringen, at man
i 2020-planen skal have forskningsbevillingerne op på omkring 1
pct., lidt over 1 pct.
Så siger vi: Lad os dog komme op på 1,25 pct. af bruttonational‐
produktet og se på prioriteringskommissionens arbejde i den forbin‐
delse. For det er jo vigtigt, at vi får så gode uddannelser som overho‐
vedet muligt, og det vil vi også arbejde med, når valget er overstået
og vi skal lave vores egen finanslov. Der vil vi arbejde for at styrke
forskning og undervisning. Men det her forslag fra Enhedslisten er
jo i realiteten utidigt og lidt et slag i luften.";Per Stig Møller
175616;Time;;Kl. 15:46
175653;title_name;":
Der er en kort bemærkning fra fru Rosa Lund.";Bertel Haarder
175709;Time;;Kl. 15:46
175725;name_party;":
Altså, hvis man har lyttet til, hvad de tidligere ordførere har sagt, sy‐
nes jeg da ikke, at det her er særlig let for Enhedslisten. Det er heller
ikke noget hovsaforslag, vil jeg bare lige slå fast.
Den konservative ordfører siger en ting, som interesserer mig
meget, nemlig det her med kvalitet, og så vil jeg bare høre, om Det
Konservative Folkeparti opfatter det, at man omprioriterer 2 pct. af

31

uddannelsesinstitutionernes taxameterpenge, som noget, der frem‐
mer kvaliteten.";Rosa Lund
176222;Time;;Kl. 15:47
176259;title_name;":
Ordføreren.";Bertel Haarder
176282;Time;;Kl. 15:47
176304;name_party;":
Jeg synes, fru Rosa Lund har fået mange svar på det i dag, som har
været ganske udmærkede. Jeg skal også gerne give et. Liberal Alli‐
ance gav jo svar på det. Altså, færdiggørelsestaxameteret tror jeg ik‐
ke fremmer kvaliteten. Det drejer sig om at få så mange som overho‐
vedet muligt igennem så hurtigt som muligt, så man kan få flere ind
og få dem postet ud igen. Og så kan man hæve nogle penge ved kas‐
se et.
Det er vi da villige til at se på, og der vil jeg sige, at der jo også
er omprioriteringsmuligheder inden for det område. Så man skal ik‐
ke bare sige som de gamle og reaktionære, at det skal blive, som det
var, og være, som det er. Vi går ind for at forandre for at bevare, og
vi bevarer kvaliteten ved af og til at forandre nogle metoder.";Per Stig Møller
177070;Time;;Kl. 15:47
177107;title_name;":
Rosa Lund? (Per Stig Møller (KF): Nej. Jeg har fået fri). Så er den
konservative ordfører færdig på talerstolen. Så er det til sidst ordfø‐
reren for forslagsstillerne, og det er fru Rosa Lund.";Bertel Haarder
177312;Time;(Ordfører for forslagsstillerne);Kl. 15:48
177361;name_party;":
Tak. Og tak for den her debat, som har handlet overraskende meget
om en valgkamp, selv om vores beslutningsforslag handler om noget
helt andet end valgkamp. Vi har i Enhedslisten fremsat det her be‐
slutningsforslag, fordi vi mener, at det er uhensigtsmæssigt, at der
hvert eneste år bliver skåret, omprioriteret, flyttet midler, og det er
sådan set lidt lige meget for os, hvad vi kalder det, men vi synes, det
er uhensigtsmæssigt, at man fjerner 2 pct. af uddannelsesinstitutio‐
nernes taxameter. Vi kan kun sikre kvalitet i de danske uddannelser,
hvis institutionerne for tilstrækkeligt med ressourcer.
Vores opfattelse i Enhedslisten er, at den her grønthøster lige nu
spænder ben for økonomien på uddannelsesinstitutionerne, fordi de
hvert år skal erlægge de her 2 pct. af deres tilskud. Institutionerne
forventes hvert år fortsat at levere den samme kvalitet for stadig fær‐
re penge. For der bliver omprioriteret, pengene bliver jo flyttet fra
taxameteret, men alligevel forventer vi, at de leverer præcis den
samme kvalitet. Derfor mener vi, at grønthøsteren bør fjernes, sådan
at uddannelsesinstitutionerne får de midler til rådighed, som vi via
taxameterordningen beslutter de skal have.
Grønthøsteren gør det meget uigennemsigtigt, med hensyn til
hvor pengene til uddannelse bliver brugt. Der er ikke nogen garanti
for, at pengene ryger tilbage til de specifikke institutioner, hvor de er
blevet flyttet fra taxameteret. Vi har haft en spændende diskussion
her i dag om, om de bliver i uddannelsessektoren, eller om de ikke
gør det. En ting er, at de bliver i uddannelsessektoren. En anden ting
er, at der ikke er nogen garanti for, at den institution, som sidder og
skal planlægge et budget og skal planlægge undervisningen og skal
planlægge et ordentligt studiemiljø, får lige præcis de penge tilbage.
Derfor mener vi altså at det en uholdbar metode.
Vi mener også, at konsekvenserne af den her omprioritering kan
mærkes af både elever, studerende og undervisere. Besparelser, om‐
stilling, omprioritering, om man vil, betyder altså lige nu større hold,
mindre undervisning, mindre feedback og dårligere rammer for vo‐
res uddannelsessituationer. Særlig for universiteterne er konsekven‐
sen af den her model, at en stigende andel af midlerne kanaliseres

32

Tirsdag den 19. maj 2015 (B 161)

over i færdiggørelsesbonussen, som jeg så heldigvis har hørt i dag vi
er mange, som mener er en dårlig måde at gøre tingene på, men pen‐
gene kanaliseres jo herover, og uddannelsesinstitutionerne kan så ik‐
ke lige så nemt regne med dem, fordi samtlige partier i det her Fol‐
keting med undtagelse af Enhedslisten har lavet en fremdriftsreform,
som betyder, at universiteterne ikke er sikre på at få de her penge
igen i 2020. De får dem kun igen, hvis de får deres studerende hurti‐
gere igennem, og lige præcis de penge, der lander der, er der ikke
nogen garanti for bliver på uddannelsesområdet. Det synes vi i En‐
hedslisten faktisk er rigtig, rigtig dumt.
Så er det fuldstændig rigtigt, at der er blevet optaget flere stude‐
rende. Det synes vi i Enhedslisten er en god ting. Men lad os nu lige
holde tungen lige i munden: Pr. studerende bruger den her regering
altså ikke flere penge. Det er rigtigt, at man finansierer de studeren‐
de, man optager, hvilket man jo kan sige regeringen også skal roses
for, hvis man kigger på den regering, der sad før den nuværende re‐
gering, men jeg vil altså ikke kalde det massive investeringer eller
investeringer i uddannelse, at man sådan set finansierer de studeren‐
de, man optager. Det er vel på en eller anden måde det mindste, man
kan gøre.
Til sidst vil jeg bare lige sige: Ja, det er rigtigt, at Enhedslisten
har lavet en finanslovsaftale med regeringen. Det har vi gjort flere
gange. Og i de finanslovsaftaler har der ligget et omprioriteringsbi‐
drag som en mekanisme, og det har vi altid syntes var en dårlig må‐
de at lave uddannelsesøkonomi på. Derfor handler det her forslag li‐
ge præcis om at fjerne den mekanisme fra finansloven. Så er det rig‐
tigt, at ethvert folketingsflertal jo kan beslutte det, et folketingsflertal
vil beslutte, og vores opfordring er jo så, at flertallet beslutter at lave
uddannelsesøkonomi på en anden måde, end vi gør i dag.
Tak for debatten.";Rosa Lund
181612;Time;;Kl. 15:53
181649;title_name;":
Tak. Der er sandelig en kort bemærkning fra fru Tina Nedergaard.";Bertel Haarder
181725;Time;;Kl. 15:53
181746;name_party;":
Ja, den skal også være ganske kort. Jeg skal bare lige have ordføre‐
ren til at bekræfte en ting, og det er om forskningsområdet, hvor alle
de fire røde partier i 2011 gik til valg på og var enige om, at man
skulle rulle genopretningspakken tilbage, som VKO havde lavet med
fuld ansvarlighed for dansk økonomi, og i øvrigt også skabt en vel‐
færd, som det røde flertal så kan gå og dele ud af nu. Jeg skal bare
lige høre: Er det korrekt, at Enhedslisten stemte for den finanslov,
der kom til at gælde for 2012, som betød, at man i 2012 brugte færre
kroner på offentlig forskning, end man gjorde, da VKO-flertallet
havde ansvaret for finansloven for 2011, altså at det røde flertal, da
det tiltrådte, reducerede de offentlige forskningskroner – ja eller nej?";Tina Nedergaard
182516;Time;;Kl. 15:54
182553;title_name;":
Tina Nedergaard.";Bertel Haarder
182581;Time;;Kl. 15:54
182602;name_party;":
Jo, jo, men nu har Enhedslisten jo her brugt en times tid på at afæske
andre partier deres holdninger til både det ene og det andet i mange
år frem. Vi står foran et folketingsvalg; om ikke andet, så er der dog
i hvert fald nogle kolleger, der bliver skiftet ud, herunder måske en
selv. Derfor synes jeg, at det er interessant lige at spørge om noget.
Er det så ikke korrekt, at der, hvor Enhedslisten jo rent faktisk
havde magt, der, hvor Enhedslisten rent faktisk havde kunnet påvir‐
ke beslutningerne, altså i november-december 2011, stemte Enheds‐
listen for en finanslov, som reducerede antallet af offentlige skatte‐
kroner, der gik til forskning? Er det korrekt?";Tina Nedergaard
183283;Time;;Kl. 15:55
183320;title_name;":
Ordføreren.";Bertel Haarder
183343;Time;;Kl. 15:55
183359;name_party;":
Ja, det er korrekt, at Enhedslisten stemte for finanslovsforslaget for
2012, som blev lavet i november-december 2011.";Rosa Lund
183488;Time;;Kl. 15:55
183525;title_name;":
Tak til ordføreren for forslagsstillerne.
Da der ikke er flere, der har bedt om ordet, er forhandlingen slut‐
tet.
Jeg foreslår, at forslaget henvises til Uddannelses- og Forskningsud‐
valget. Hvis ingen gør indsigelse, betragter jeg det som vedtaget.
Det er vedtaget.

Det næste punkt på dagsordenen er:
25) 1. behandling af beslutningsforslag nr. B 161:
Forslag til folketingsbeslutning om underretningspligt, når van‐
røgt af dyr bliver observeret.
Af Dennis Flydtkjær (DF) m.fl.
(Fremsættelse 08.04.2015).";Bertel Haarder
184046;Time;;Kl. 15:55
184057;Time;Forhandling;Kl. 15:53
184106;title_name;":
Ordføreren.";Bertel Haarder
184129;Time;;Kl. 15:53
184166;title_name;":
Jeg giver først ordet til fødevareministeren.";Bertel Haarder
184223;Time;;Kl. 15:55
184239;name_party;":
Det er fuldstændig korrekt, at Enhedslisten var en del af den finans‐
lovsaftale, som var bag finansloven for 2012. Det er også fuldstæn‐
dig korrekt, at samtlige røde partier gik til valg på at rulle genopret‐
ningspakkens besparelser tilbage. Det var også et forslag, vi stillede i
Enhedslisten, da vi forhandlede finanslov. Det fik vi desværre ikke
flertal for, og jeg kan berolige fru Tina Nedergaard med, at vi i En‐
hedslisten stadig væk mener, at man skal rulle genopretningspakken
tilbage.";Rosa Lund
184774;title_name;":
Tak. I dag førstebehandler vi et beslutningsforslag om underret‐
ningspligt, når vanrøgt af dyr bliver observeret. Forslaget pålægger
regeringen at indføre en underretningspligt for offentligt ansatte, der
observerer oplagt vanrøgt af dyr. Baggrunden for forslaget er ifølge
forslagsstillerne, at der jævnligt er sager, hvor folk har haft så mange
hunde og katte eller andre dyr, at de ikke har kunnet overskue situa‐
tionen, og at det så har udviklet sig til vanrøgt.
Lad mig starte med at sige, at jeg er fuldstændig enig i hensigten
med beslutningsforslaget. Det er også min opfattelse, at vi skal gøre,

Tirsdag den 19. maj 2015 (B 161)

hvad vi kan, for at undgå situationer som dem, der er beskrevet af
forslagsstillerne. Dyr må ikke lide unødigt. Forslagsstillerne henvi‐
ser i den forbindelse til serviceloven, § 153, hvor der gælder en
skærpet underretningspligt for offentligt ansatte, der som led i tjene‐
sten eller erhvervet får kendskab til, at børn eller unge har været ud‐
sat for overgreb eller har behov for særlig støtte. Forslagsstillerne
foreslår, at der indføres en lignende underretningspligt for offentligt
ansatte, der observerer oplagt vanrøgt af dyr. Beslutningsforslaget
rejser imidlertid en række spørgsmål, som vil skulle afklares, før der
kan tages stilling til, om og hvordan der kan indføres en underret‐
ningspligt for offentligt ansatte, der observerer en sådan oplagt van‐
røgt af dyr.
Servicelovens bestemmelser om en skærpet underretningspligt
for offentligt ansatte kan ikke uden videre overføres på dyrevel‐
færdsområdet med henblik på at gælde for alle offentligt ansatte, der
får kendskab til vanrøgt af dyr. Servicelovens skærpede underret‐
ningspligt retter sig særlig mod fagpersoner som f.eks. skolelærere,
pædagoger, sundhedsplejersker og hospitalsansatte, dvs. personer,
som har en særlig viden og forudsætning for at kunne vurdere for‐
hold vedrørende børn og unges udvikling og sundhed. Kommunalt
ansatte i f.eks. hjemmeplejen vil som udgangspunkt ikke have tilsva‐
rende forudsætninger for at vurdere dyrs sundheds- og velfærdstil‐
stand.
Der vil klart være tilfælde, hvor det må være oplagt for enhver, at
et dyr mishandles eller udsættes for grov vanrøgt, men i andre tilfæl‐
de kan det være vanskeligt for personer uden den fornødne faglige
baggrund at vurdere, om der er tale om grovere uforsvarlig behand‐
ling af dyr eller eventuelt en mindre alvorlig overtrædelse. Der kan
også være tale om situationer, hvor et dyr er blevet sygt eller er kom‐
met til skade, men hvor dyret er taget under forsvarlig behandling.
Det rejser et andet spørgsmål i forhold til beslutningsforslaget, nem‐
lig hvilke overtrædelser af dyreværnsloven der vil skulle udløse en
underretningspligt.
I forbindelse med overtrædelser af dyreværnsloven vurderer man,
om et dyr er blevet udsat for væsentlig ulempe, uforsvarlig behand‐
ling, grovere uforsvarlig behandling eller mishandling. Dyrlæger har
i medfør af dyreværnsloven, § 20, en anmeldelsespligt, hvis det kon‐
stateres, at et dyr behandles groft uforsvarligt, eller hvis der er tale
om mishandling. Anmeldepligten påhviler kun autoriserede dyrlæ‐
ger, og begrundelsen herfor er, at der i henhold til dyrlægeloven gæl‐
der særlige forpligtelser som følge af autorisationen. Til forskel fra
dyrlæger har de fleste offentligt ansatte ikke nogen veterinærfaglig
baggrund, der på samme måde kan begrunde en særlig pligt til at
tage hånd om situationer, hvor dyr er blevet uforsvarligt behandlet,
og det synes derfor vidtgående at pålægge andre en tilsvarende pligt.
Beslutningsforslaget rejser en række andre spørgsmål, der vil
skulle afklares nærmere. Det bør bl.a. afgrænses nærmere, hvem der
skal omfattes af den foreslåede underretningspligt. Det skal overve‐
jes, om det er relevant at pålægge alle offentligt ansatte en underret‐
ningspligt, eller om pligten kun skal pålægges bestemte grupper af
offentligt ansatte, dvs. personer med særlige funktioner, som gør, at
de som led i udøvelsen af deres arbejde har adgang til private hjem.
Det vil også skulle afklares, i hvilket omfang underretningspligten
skal omfatte private personer, der f.eks. er beskæftiget hos private
leverandører af hjemmepleje. Desuden skal det afklares, i hvilken el‐
ler hvilke love det vil være relevant at indføre et eventuelt krav om
underretning eller anmeldelse for offentligt ansatte, der som led i de‐
res tjeneste eller hverv får kendskab til forhold vedrørende bl.a. grov
vanrøgt af dyr.
Jeg vil derfor foreslå, at der nedsættes en tværministeriel arbejds‐
gruppe til at undersøge konsekvenserne og mulighederne for en
eventuel underretningspligt for offentligt ansatte vedrørende over‐
trædelse af dyreværnsloven. Arbejdsgruppen vil i den forbindelse
skulle se nærmere på de uafklarede spørgsmål, som jeg netop har

33

fremhævet. Fødevareministeriet vil stå i spidsen for en sådan under‐
søgelse, og derudover vil Finansministeriet, Justitsministeriet, So‐
cialministeriet og Økonomi- og Indenrigsministeriet kunne bidrage
til det opklarende arbejde.
Idet beslutningsforslaget rejser en række spørgsmål, som kræver
nærmere afklaring, kan regeringen ikke stemme for forslaget, som
det foreligger nu. Men som jeg lagde ud med at sige, er det vigtigt,
at vi gør, hvad vi kan, for at sikre, at dyr, der lider, får den hjælp, der
er behov for. Jeg vil derfor prioritere, at der nedsættes den nævnte
arbejdsgruppe til at undersøge konsekvenserne af og mulighederne
for eventuelt at indføre en underretningspligt for offentligt ansatte
med henblik på afklaring heraf inden udgangen af 2015.
Tak for ordet.";Dan Jørgensen
190363;Time;;Kl. 16:01
190395;title_name;":
Tak. Der er en enkelt kort bemærkning. Hr. Dennis Flydtkjær.";Bent Bøgsted
190467;Time;;Kl. 16:01
190490;name_party;":
Tak for det, hr. formand. Jeg vil egentlig bare starte med at sige tak
for indlægget fra fødevareministeren. Her forholdsvis tæt på et fol‐
ketingsvalg oplever man jo tit en masse polemik og mudderkastning
i Folketingssalen, men jeg synes faktisk, det var et meget sobert ind‐
læg. Jeg er helt med på, at der er en række afgrænsninger, der skal
laves, før det her kan blive til et lovforslag og noget, man kan føre
ud i livet, så jeg vil sådan set bare kvittere for, at man trods alt vil
kigge videre på det, og at man vil gøre noget ved det her.
Så vil jeg høre, om ministeren på nuværende tidspunkt har nogle
oplysninger om, hvad tidsrammen er, og om ministeren eventuelt i
samarbejde med forslagsstillerne vil få lavet en afgrænsning af, hvad
det er, man skal kigge på tværministerielt. For jeg vil selvfølgelig
være meget interesseret i, at man så også er sikker på, at man får
rammet det ordentligt ind, inden man sætter det videre arbejde i
gang.";Dennis Flydtkjær
191454;Time;;Kl. 16:02
191486;title_name;":
Ministeren.";Bent Bøgsted
191509;Time;;Kl. 16:02
